Median_of_median_time,Quick_sort_time,
1.00125,0.129984,
1.17338,0.129184,
1.49344,0.130592,
1.29069,0.130624,
1.95395,0.129408,
0.860384,0.129376,
0.909984,0.129792,
1.30253,0.129696,
1.18102,0.13488,
0.854784,0.12928,
1.23728,0.13008,
1.31037,0.129344,
0.951264,0.128064,
0.905376,0.128384,
1.05667,0.128032,
1.18512,0.13008,
1.16931,0.130752,
1.45299,0.1296,
1.14874,0.130144,
0.96336,0.12848,
0.963328,0.1296,
1.08179,0.128768,
1.11254,0.12992,
1.4457,0.12912,
0.768352,0.129024,
1.50902,0.129888,
1.38208,0.130336,
1.38851,0.12992,
1.40618,0.12976,
1.79693,0.129728,
1.61933,0.129952,
1.1392,0.12912,
1.49254,0.12912,
1.08038,0.130144,
1.19424,0.12864,
0.9776,0.129536,
1.72342,0.12944,
1.06474,0.134688,
0.669984,0.129952,
1.32397,0.129632,
0.950176,0.130304,
0.857344,0.128768,
1.40106,0.129088,
0.708256,0.128928,
0.758496,0.129152,
0.734912,0.129824,
1.83661,0.130496,
0.849152,0.134368,
1.26157,0.128704,
1.29414,0.129856,
1.87779,0.130144,
0.78992,0.128992,
1.8367,0.130464,
1.10806,0.129344,
1.19229,0.128736,
1.78698,0.130528,
0.884384,0.127904,
0.799456,0.129984,
1.88128,0.129216,
1.69638,0.12976,
1.41898,0.128992,
1.56771,0.129344,
0.62736,0.128672,
1.02179,0.130752,
0.880416,0.129984,
0.96352,0.12864,
1.4633,0.130304,
0.943168,0.13232,
1.22979,0.129792,
1.12682,0.129792,
0.59056,0.129664,
1.56714,0.129792,
0.785152,0.129056,
0.749504,0.130144,
1.69334,0.128832,
1.1639,0.12848,
1.38797,0.134368,
1.25664,0.129696,
1.63539,0.12864,
1.03446,0.12992,
1.32378,0.129728,
1.17709,0.129696,
1.50454,0.128864,
1.34346,0.130816,
2.23789,0.130656,
1.05642,0.13024,
1.40922,0.129312,
1.21738,0.128928,
1.26518,0.12912,
1.24778,0.13008,
1.54406,0.129312,
1.05958,0.130496,
1.29802,0.12896,
1.5497,0.128256,
1.06112,0.12896,
1.08307,0.129024,
1.77296,0.129792,
1.12579,0.135328,
0.905856,0.128352,
1.78397,0.130144,
2.04339,0.128,
1.75661,0.129504,
1.22666,0.130144,
0.914752,0.135264,
1.08419,0.129792,
0.83424,0.129792,
1.23629,0.134304,
0.772064,0.129472,
1.37171,0.1288,
1.14874,0.129824,
0.983488,0.128864,
1.53722,0.127232,
1.80678,0.129792,
1.55968,0.129856,
1.21011,0.127936,
0.839616,0.129856,
0.918464,0.13056,
1.0073,0.128576,
0.984384,0.12992,
1.49894,0.128128,
0.605056,0.130048,
0.944,0.128128,
1.64941,0.127808,
1.74336,0.129472,
1.17766,0.128576,
1.04442,0.12864,
0.828736,0.129216,
1.1463,0.12992,
2.26963,0.129664,
1.61491,0.130624,
1.54214,0.129216,
0.765376,0.127552,
1.39757,0.129984,
2.09619,0.134528,
1.19091,0.129344,
1.19251,0.130304,
1.2937,0.13504,
0.882048,0.129792,
1.32083,0.129344,
1.0521,0.130048,
1.36518,0.134976,
1.3152,0.133376,
1.09069,0.135168,
0.991808,0.135488,
0.869184,0.129536,
1.0375,0.127872,
1.2361,0.12864,
1.67155,0.135296,
1.65267,0.128192,
1.07072,0.129728,
1.44896,0.129088,
1.16454,0.129088,
1.22234,0.128704,
0.846848,0.131008,
0.95936,0.129728,
0.896896,0.127616,
2.09056,0.128704,
1.48538,0.129408,
1.2256,0.1296,
0.86528,0.129472,
1.81338,0.130176,
1.51245,0.129024,
0.791744,0.12896,
1.40467,0.131072,
0.985408,0.129152,
1.1191,0.129152,
1.65293,0.129536,
1.20218,0.129024,
0.718848,0.13504,
1.41862,0.130304,
1.13779,0.129088,
0.87328,0.129792,
1.86221,0.13504,
1.48781,0.12864,
1.15066,0.134848,
1.29222,0.134528,
1.39949,0.12928,
1.5433,0.128448,
1.06893,0.130112,
1.53542,0.13024,
0.932928,0.131904,
1,0.130048,
1.67603,0.129984,
1.43053,0.135168,
1.29722,0.128896,
1.16173,0.12928,
1.1241,0.128512,
1.17811,0.129344,
0.740608,0.129088,
1.70438,0.129408,
1.11072,0.12928,
1.87622,0.129792,
0.94784,0.13216,
1.62419,0.12832,
1.12339,0.131072,
1.00371,0.129216,
1.32205,0.129344,
0.905088,0.129152,
1.71789,0.128704,
0.82304,0.129152,
1.31744,0.128704,
1.2471,0.12896,
1.37498,0.129792,
0.753728,0.127936,
1.84608,0.129984,
0.837568,0.129344,
1.2137,0.129536,
1.04678,0.128768,
1.53728,0.129408,
1.39123,0.128768,
2.63245,0.130304,
1.472,0.130176,
1.07066,0.128576,
0.888896,0.129216,
0.871488,0.128256,
1.32518,0.13472,
1.73126,0.129344,
2.02586,0.129728,
1.98394,0.128384,
1.14605,0.12864,
1.54112,0.129408,
1.00006,0.128768,
1.17805,0.129152,
1.26278,0.129856,
1.3895,0.130048,
1.51834,0.129472,
1.02214,0.129856,
1.22976,0.130624,
1.66227,0.127872,
1.12986,0.130048,
1.01286,0.130304,
0.976384,0.128128,
0.866944,0.127936,
1.95168,0.1296,
1.43181,0.128768,
1.19661,0.12896,
0.9616,0.13024,
1.23808,0.129408,
0.814464,0.128832,
1.38573,0.128832,
1.35226,0.128128,
1.31654,0.128768,
1.39987,0.127808,
1.39302,0.129024,
1.25984,0.130176,
1.04006,0.128128,
1.18899,0.13184,
1.73331,0.127744,
0.919296,0.1296,
1.14701,0.128448,
1.57939,0.12896,
1.59411,0.128512,
1.32819,0.134208,
0.89248,0.130112,
0.853376,0.129152,
1.59744,0.128512,
0.7088,0.128832,
1.12294,0.127424,
1.17824,0.128896,
1.46291,0.129792,
1.36992,0.129088,
1.50086,0.129216,
1.53747,0.1296,
0.956608,0.130176,
1.34739,0.129408,
1.33574,0.128704,
0.947968,0.13024,
1.34938,0.128768,
0.962624,0.1296,
0.793856,0.128704,
1.23411,0.128512,
2.32198,0.128896,
0.598784,0.129792,
1.05427,0.127744,
0.858944,0.129792,
0.875328,0.129472,
1.61702,0.127296,
1.82182,0.128064,
1.50176,0.1296,
0.86848,0.128,
1.56192,0.129472,
2.58886,0.12992,
0.72896,0.129728,
0.74496,0.127808,
1.78682,0.129024,
0.86976,0.128384,
1.25286,0.12992,
1.56147,0.135232,
1.35386,0.128384,
0.82656,0.131136,
1.24922,0.127808,
1.19418,0.130368,
1.63648,0.128128,
0.84096,0.129472,
1.51238,0.13056,
2.12538,0.12832,
2.02304,0.129728,
1.10778,0.134912,
1.46726,0.12928,
0.852096,0.129664,
1.06246,0.129408,
1.06016,0.130048,
1.15923,0.129152,
1.29395,0.128512,
0.74816,0.129024,
1.23731,0.127424,
1.2247,0.129408,
1.39578,0.12928,
1.78362,0.129856,
1.52781,0.130304,
1.59085,0.127552,
1.20595,0.133824,
2.25542,0.129472,
0.987328,0.1296,
0.944384,0.13504,
1.36314,0.130112,
1.29216,0.128768,
1.27418,0.129408,
1.68211,0.128384,
0.716672,0.135168,
1.17286,0.128128,
1.21229,0.129088,
0.723136,0.134912,
1.13536,0.130048,
1.19949,0.1296,
1.25075,0.130368,
1.11789,0.134272,
0.925376,0.127744,
1.20915,0.129728,
1.17101,0.129728,
0.968,0.129792,
0.727936,0.128192,
1.20006,0.129856,
1.02528,0.129792,
1.2601,0.128576,
0.952448,0.129152,
1.42438,0.129152,
1.33504,0.13024,
1.75328,0.12864,
1.21677,0.129408,
1.09056,0.130432,
1.13939,0.130624,
1.41875,0.128704,
2.03917,0.129344,
1.05261,0.128576,
1.45926,0.129152,
1.95085,0.130112,
0.787584,0.128832,
1.51872,0.128448,
1.09971,0.129024,
0.947328,0.12928,
0.713792,0.12832,
1.08384,0.129216,
1.35731,0.129152,
1.15456,0.130944,
1.27494,0.127872,
0.861696,0.135168,
0.8144,0.128384,
0.804992,0.134016,
1.31398,0.129472,
0.960832,0.12896,
0.72736,0.130176,
1.31046,0.128128,
1.04429,0.129344,
1.61434,0.135872,
1.51648,0.127424,
1.1712,0.12896,
0.72736,0.129984,
1.25318,0.12832,
0.89216,0.130624,
1.25933,0.130112,
1.85114,0.129408,
1.5591,0.128832,
1.03526,0.128064,
1.48704,0.128768,
1.06323,0.130048,
1.49677,0.128448,
1.22835,0.130432,
0.918592,0.130432,
1.14221,0.128256,
0.60736,0.130752,
1.53517,0.129344,
1.74618,0.1296,
1.20115,0.129536,
0.90016,0.1296,
1.5097,0.129792,
1.35219,0.128448,
0.755072,0.129408,
1.09395,0.129344,
1.48954,0.12896,
0.890624,0.12896,
1.36294,0.135168,
1.69638,0.127744,
1.31386,0.128832,
1.51904,0.1296,
1.35507,0.12992,
0.73856,0.128256,
1.472,0.130752,
1.01242,0.129408,
1.23226,0.12992,
1.07674,0.129536,
1.35488,0.130496,
1.77382,0.128896,
1.35597,0.12928,
1.44365,0.129792,
1.24845,0.130496,
1.29254,0.129984,
1.61894,0.128448,
1.51616,0.13024,
0.887744,0.128512,
1.29766,0.129472,
0.827072,0.12992,
1.46752,0.129664,
1.05965,0.128448,
2.37734,0.129536,
1.4016,0.12928,
1.03904,0.132992,
1.46573,0.129344,
1.29203,0.129344,
1.29261,0.130048,
1.12358,0.134976,
1.45453,0.129664,
1.08186,0.127744,
0.765504,0.129152,
0.849024,0.12992,
1.42458,0.13056,
1.10566,0.129344,
1.18086,0.12864,
1.27635,0.128768,
1.75789,0.13024,
0.768576,0.128704,
1.19571,0.128832,
1.20781,0.135808,
1.09574,0.129088,
1.12352,0.128512,
0.759296,0.129216,
0.94528,0.129344,
1.28909,0.129536,
0.980928,0.129408,
1.21907,0.12992,
0.88608,0.129344,
0.63744,0.128704,
1.40378,0.129216,
1.13958,0.128448,
1.0249,0.127808,
1.3776,0.127424,
1.44435,0.129728,
2.37837,0.129792,
1.17939,0.129344,
0.9392,0.127872,
1.64954,0.134912,
1.03558,0.129408,
0.654528,0.134656,
1.13894,0.128576,
2.25946,0.134272,
1.51763,0.128,
0.978816,0.128128,
1.4784,0.128,
1.7817,0.130176,
1.97331,0.12832,
1.15066,0.130048,
1.03322,0.130112,
1.10867,0.12992,
1.47315,0.128512,
0.75136,0.12928,
0.772992,0.129024,
1.46387,0.1296,
1.2297,0.130496,
1.18938,0.127616,
1.35667,0.129344,
1.13677,0.13504,
1.0567,0.129024,
0.9024,0.127936,
1.02317,0.129088,
1.14522,0.12928,
2.09114,0.129664,
1.84621,0.129024,
1.77133,0.1328,
0.62336,0.129344,
0.735104,0.128128,
1.77389,0.133248,
1.04224,0.129216,
0.906752,0.136256,
1.10381,0.12864,
0.691072,0.129408,
1.06893,0.129472,
2.33542,0.12928,
0.88352,0.128384,
1.64845,0.129856,
1.37651,0.134464,
1.33242,0.129088,
1.03098,0.128896,
1.20269,0.127872,
0.996608,0.129984,
1.6809,0.128256,
1.86221,0.12832,
1.20339,0.1296,
0.972736,0.12992,
1.78125,0.130688,
1.69766,0.128768,
1.0409,0.129536,
1.83706,0.130048,
1.02874,0.129536,
1.1625,0.129792,
1.17862,0.129408,
1.01402,0.129408,
1.06483,0.129792,
0.951424,0.128,
1.30278,0.129664,
1.70611,0.12928,
1.62637,0.12928,
1.22778,0.129024,
0.758144,0.129792,
1.56045,0.129664,
1.00198,0.12928,
1.15046,0.129408,
1.19181,0.128768,
0.879232,0.129408,
1.35885,0.129792,
1.64403,0.127744,
1.07379,0.129664,
0.928256,0.129152,
1.7632,0.128256,
1.85562,0.130048,
1.62176,0.129664,
1.26144,0.128384,
1.58541,0.13312,
0.987904,0.129664,
1.62304,0.12864,
1.28346,0.129664,
1.90131,0.128512,
2.10944,0.129664,
1.16083,0.12928,
0.753664,0.12864,
0.966784,0.129664,
0.975488,0.131072,
0.915584,0.130176,
1.56941,0.133888,
1.09914,0.12928,
1.63213,0.12992,
1.05306,0.129792,
1.45293,0.129408,
0.880256,0.128896,
1.09094,0.129536,
0.968832,0.130176,
1.21165,0.130176,
1.75104,0.130176,
0.90816,0.128384,
1.3129,0.129664,
1.70701,0.130304,
2.04826,0.127488,
1.87725,0.128896,
1.08134,0.12864,
1.31776,0.13504,
2.35302,0.129152,
0.913408,0.129536,
1.45792,0.129664,
1.10566,0.127488,
1.10451,0.129024,
1.16826,0.128384,
1.47699,0.128512,
0.951168,0.128768,
1.0848,0.128768,
1.12947,0.12864,
1.0519,0.127616,
1.18746,0.12928,
1.3664,0.129664,
1.68102,0.129536,
1.24544,0.129152,
1.53664,0.128512,
1.12538,0.134784,
1.70752,0.129664,
0.989696,0.129408,
1.05062,0.129024,
1.53306,0.129408,
1.57632,0.12928,
0.60096,0.129408,
0.74944,0.129024,
0.862592,0.131328,
1.55891,0.128512,
1.42016,0.128768,
1.03014,0.129152,
0.968192,0.129536,
1.54534,0.134784,
1.408,0.12864,
1.01811,0.129024,
1.02733,0.129536,
1.59334,0.12928,
0.855168,0.129152,
1.2759,0.129664,
1.22368,0.128512,
1.2425,0.12864,
1.1872,0.12736,
1.36154,0.129536,
1.01069,0.128384,
1.09747,0.13056,
1.28371,0.135936,
1.08877,0.128384,
1.03488,0.129792,
0.90304,0.12928,
1.36077,0.130816,
1.60781,0.130176,
1.24019,0.130176,
1.34963,0.128512,
1.84141,0.129408,
1.31059,0.129664,
1.93075,0.128896,
1.69856,0.129152,
1.67155,0.1344,
1.41504,0.129536,
1.51373,0.130432,
1.03565,0.129536,
1.81107,0.129024,
1.61254,0.12928,
1.2567,0.130432,
0.957696,0.129792,
1.36922,0.128128,
1.34285,0.128896,
0.88768,0.12928,
1.15264,0.129408,
0.930304,0.129024,
1.15546,0.130432,
0.876416,0.129152,
0.942848,0.128128,
1.23878,0.128256,
1.56378,0.130816,
1.17747,0.130432,
1.38534,0.129536,
1.19488,0.129664,
1.1904,0.128384,
1.0583,0.128,
1.7239,0.129664,
1.43373,0.134784,
1.12576,0.129024,
1.36384,0.129408,
1.54893,0.129536,
0.732288,0.12992,
1.18221,0.128896,
1.41146,0.129792,
1.47597,0.130304,
0.68736,0.129664,
0.789376,0.12992,
1.23034,0.129152,
1.0423,0.130688,
1.21242,0.129152,
1.11053,0.12992,
1.58707,0.12864,
1.1977,0.127616,
1.44282,0.127872,
1.16966,0.129024,
0.784,0.128896,
2.16051,0.129792,
1.08019,0.129792,
1.21562,0.129536,
1.23072,0.128128,
0.929664,0.129536,
1.03117,0.12928,
1.22406,0.130176,
1.32262,0.129408,
0.896384,0.129408,
2.00218,0.128896,
0.911488,0.129024,
0.996736,0.129536,
1.30278,0.129408,
2.06042,0.129024,
1.59526,0.129792,
1.69203,0.12928,
0.810112,0.129152,
1.15443,0.12992,
0.906752,0.130304,
1.8135,0.12992,
1.97811,0.128768,
1.72045,0.135168,
1.71917,0.129408,
1.76051,0.129536,
1.4647,0.129664,
0.838272,0.12864,
1.32467,0.127616,
1.04947,0.130304,
0.887168,0.128512,
0.784128,0.128384,
1.35757,0.128384,
1.05882,0.128896,
1.54112,0.129664,
1.29523,0.128384,
1.80762,0.128128,
0.85248,0.12928,
0.910848,0.128896,
1.56762,0.128768,
1.83475,0.129536,
1.59091,0.12992,
0.777728,0.129536,
0.812032,0.128128,
1.68602,0.129408,
0.693888,0.12992,
1.3833,0.131328,
0.665216,0.13056,
2.10816,0.129024,
1.19437,0.132096,
1.57824,0.128256,
1.37139,0.129408,
0.816512,0.129536,
1.17978,0.12864,
0.971904,0.127488,
1.16736,0.128,
0.923904,0.128384,
0.97792,0.12928,
1.36512,0.128,
1.30496,0.12864,
1.62803,0.134016,
1.06035,0.129792,
1.38138,0.12992,
1.0473,0.129024,
1.10784,0.12992,
0.676864,0.130688,
1.42477,0.127616,
0.960384,0.129792,
1.41018,0.128256,
1.20896,0.129152,
0.968448,0.129152,
0.95168,0.129792,
1.45165,0.127744,
1.30957,0.1344,
1.26643,0.129664,
