Median_of_median_time,Quick_sort_time,
0.86112,0.060832,
0.751808,0.062112,
0.798816,0.060832,
0.468384,0.06096,
0.56928,0.060448,
0.688576,0.060864,
1.15421,0.061248,
0.70864,0.061088,
0.5896,0.061632,
0.346848,0.060384,
1.00099,0.060832,
0.4296,0.060992,
0.58592,0.061504,
0.645728,0.060704,
0.492704,0.06192,
0.830816,0.061344,
0.759072,0.061056,
0.634592,0.0608,
0.56848,0.061472,
0.717632,0.061632,
0.841984,0.060576,
0.722656,0.061088,
0.732864,0.060704,
0.470144,0.061344,
0.592864,0.0608,
0.503456,0.061472,
0.727616,0.060448,
0.618848,0.060896,
0.748352,0.061792,
0.848224,0.061216,
0.681024,0.061696,
0.50592,0.061568,
0.847328,0.06112,
0.936448,0.06144,
0.637024,0.061344,
0.371872,0.061568,
0.58592,0.060896,
0.640384,0.061568,
0.903808,0.060736,
0.806592,0.060992,
1.02083,0.06144,
0.407616,0.061088,
0.79824,0.06112,
0.351296,0.060928,
0.566656,0.060448,
1.00864,0.061344,
0.598976,0.061024,
0.81856,0.060864,
0.943584,0.061024,
0.746688,0.061824,
0.644576,0.060928,
0.70224,0.061248,
0.810912,0.060832,
0.6072,0.061728,
0.379392,0.061504,
0.578784,0.060672,
0.480544,0.061664,
0.983712,0.061024,
0.422656,0.062272,
0.69696,0.061408,
0.477152,0.061216,
0.92928,0.060928,
0.442368,0.061312,
0.779936,0.060896,
0.719744,0.061504,
0.905216,0.060832,
0.694528,0.06064,
0.635072,0.060512,
0.576864,0.061568,
1.12406,0.061472,
0.5352,0.060992,
0.969408,0.061056,
0.941504,0.060928,
0.872256,0.060896,
0.56192,0.064032,
0.499008,0.061088,
0.759072,0.061216,
0.7056,0.060832,
0.933504,0.061184,
0.905856,0.06112,
0.850624,0.061184,
0.688928,0.060832,
0.578784,0.06096,
0.802144,0.061728,
1.02003,0.061408,
0.786752,0.061824,
0.781344,0.060864,
0.644352,0.060832,
0.65888,0.06096,
0.813568,0.061376,
0.876608,0.060928,
0.451232,0.06144,
0.393088,0.060576,
0.858048,0.061696,
1.02237,0.060864,
0.718016,0.0616,
0.767808,0.061696,
0.45312,0.061696,
0.978624,0.061696,
1.3471,0.060512,
0.810016,0.061728,
0.777152,0.061792,
0.635552,0.061376,
0.768864,0.060832,
0.820864,0.061472,
0.868704,0.060704,
1.05136,0.060896,
0.712064,0.061344,
0.796032,0.061056,
0.70336,0.061632,
0.847648,0.061568,
0.993632,0.06144,
0.333088,0.061344,
0.726016,0.060704,
0.3944,0.060928,
0.780352,0.060768,
0.60416,0.061056,
1.01654,0.060384,
0.860032,0.06096,
0.668416,0.061312,
0.503264,0.06144,
0.88256,0.0608,
0.841312,0.061664,
0.677344,0.061824,
0.749056,0.061312,
0.332352,0.060576,
0.3504,0.061728,
0.643296,0.060704,
0.629024,0.061152,
1.0904,0.060992,
0.809856,0.060928,
0.632736,0.060512,
0.636736,0.06112,
0.739584,0.060736,
0.558528,0.060608,
0.542144,0.061664,
0.792704,0.064192,
1.02502,0.060992,
1.0231,0.061632,
0.844096,0.060736,
0.55488,0.061408,
1.14272,0.061568,
0.716384,0.061792,
0.834208,0.060896,
0.655136,0.060704,
0.68016,0.062336,
0.826176,0.061856,
0.45904,0.061248,
0.948832,0.061056,
0.631232,0.061376,
0.922368,0.06128,
0.980896,0.060896,
0.791488,0.061664,
0.437728,0.061056,
0.75904,0.06176,
0.48208,0.060992,
0.978048,0.060992,
1.0113,0.060448,
0.716512,0.061184,
1.19341,0.060608,
0.650944,0.061216,
0.519776,0.061472,
0.858784,0.061152,
0.680864,0.061792,
0.7296,0.061664,
0.999552,0.061152,
0.331232,0.060928,
0.730048,0.061632,
0.523584,0.061824,
0.5328,0.060704,
0.778848,0.061184,
0.733408,0.060864,
0.810528,0.061216,
0.962784,0.062496,
0.488608,0.060352,
0.725376,0.061376,
0.710368,0.0616,
1.54138,0.060896,
0.627904,0.060416,
0.453952,0.061696,
0.629728,0.061376,
0.35632,0.061088,
0.425728,0.060704,
0.658976,0.061376,
0.781216,0.061792,
0.537952,0.061568,
0.987136,0.061856,
0.477184,0.061184,
0.603232,0.061184,
0.534688,0.060384,
0.7472,0.061376,
0.888928,0.060544,
0.784608,0.061536,
0.77472,0.060768,
0.35856,0.060512,
1.04941,0.061856,
0.470496,0.061344,
0.98592,0.061056,
1.16707,0.060896,
0.504192,0.061248,
0.730048,0.06096,
0.720096,0.061248,
0.460928,0.060992,
0.762336,0.061376,
0.877696,0.060992,
0.69936,0.060864,
0.55424,0.061344,
0.388096,0.061696,
1.17184,0.061536,
0.566272,0.060832,
0.651328,0.061472,
0.723264,0.061152,
1.19347,0.060864,
1.10083,0.060832,
0.500096,0.060992,
0.898144,0.0608,
0.719616,0.061152,
1.11978,0.062016,
0.488512,0.060512,
0.756576,0.060832,
0.56032,0.060512,
0.857344,0.064064,
1.00112,0.060352,
0.69824,0.060448,
0.5424,0.061088,
0.385344,0.061504,
0.589056,0.06112,
0.4264,0.060512,
0.697856,0.061856,
1.12016,0.060832,
0.51328,0.060832,
0.751232,0.060768,
0.785248,0.061792,
1.3591,0.060672,
0.784064,0.060768,
0.958112,0.062176,
0.626496,0.061216,
0.656,0.061344,
0.590048,0.0608,
0.799392,0.061248,
0.865664,0.060992,
0.728992,0.060864,
0.98432,0.060864,
0.521984,0.061792,
0.638912,0.064096,
0.436608,0.06112,
1.32752,0.060928,
0.847776,0.061248,
0.492448,0.060736,
0.953408,0.06128,
0.856672,0.06128,
0.44496,0.06112,
0.76736,0.060896,
0.347104,0.060736,
0.991296,0.061824,
0.686752,0.061024,
0.558528,0.061088,
0.864896,0.063808,
0.518752,0.061536,
0.829344,0.061248,
0.665888,0.061632,
0.586656,0.06048,
0.495296,0.060864,
0.664064,0.061504,
0.7936,0.060928,
0.356448,0.060864,
0.905952,0.0608,
0.843136,0.060928,
0.541088,0.061472,
0.549984,0.06112,
0.424032,0.060544,
0.676224,0.060992,
0.695936,0.060704,
1.25139,0.060896,
0.651872,0.060864,
0.738208,0.061376,
0.436256,0.061696,
0.67104,0.061056,
0.746528,0.06096,
1.08323,0.060928,
0.434368,0.060512,
0.5936,0.061888,
0.457888,0.06192,
0.405152,0.060864,
0.719936,0.061088,
0.695456,0.060896,
0.79808,0.060544,
0.771776,0.060992,
0.595744,0.061792,
0.60944,0.060896,
0.43984,0.061952,
0.9592,0.06096,
0.628032,0.063744,
0.697856,0.061856,
0.563296,0.06176,
0.772192,0.061376,
0.425664,0.06048,
0.6472,0.0608,
0.629312,0.06176,
0.379296,0.060992,
0.476448,0.060992,
0.549568,0.060928,
0.377984,0.061184,
0.59008,0.061504,
0.604032,0.061504,
0.884288,0.061056,
0.551808,0.061632,
0.57632,0.060864,
0.771776,0.060672,
0.63072,0.060672,
0.38688,0.061248,
0.81024,0.060608,
0.596544,0.061952,
1.37325,0.061248,
0.544256,0.06048,
0.931648,0.060864,
0.478208,0.06112,
0.73472,0.061888,
0.586176,0.060544,
0.548736,0.060352,
0.783296,0.06112,
0.581184,0.060864,
0.503872,0.061184,
0.448128,0.061056,
0.857216,0.061376,
0.92,0.061312,
0.668352,0.061248,
0.487744,0.060928,
0.5456,0.062272,
0.988288,0.060864,
0.77536,0.061568,
0.993984,0.06048,
0.5104,0.061568,
1.05344,0.061952,
0.39552,0.061696,
0.557248,0.061376,
0.881152,0.060864,
0.628096,0.061312,
0.956736,0.060992,
0.516736,0.06208,
0.838784,0.060672,
0.601088,0.06144,
1.01997,0.06112,
0.661952,0.062528,
0.452416,0.06176,
0.57952,0.060544,
0.574912,0.0608,
0.604608,0.061056,
0.407104,0.061056,
1.07846,0.061632,
0.761216,0.060864,
1.00019,0.061824,
0.317568,0.061184,
0.410304,0.061632,
0.9008,0.060928,
0.626944,0.060736,
0.813184,0.06112,
1.08928,0.061184,
0.598848,0.0608,
0.781632,0.060928,
0.608128,0.0608,
0.697856,0.061184,
0.823488,0.061056,
0.40608,0.060608,
0.48672,0.060992,
0.8144,0.060608,
0.53536,0.061248,
0.801664,0.060736,
0.48096,0.062208,
0.420544,0.060992,
0.642176,0.060736,
0.479744,0.060608,
0.723136,0.06208,
0.733888,0.061568,
0.7936,0.061568,
0.542016,0.061568,
0.760832,0.06176,
0.983232,0.061632,
0.578048,0.06144,
0.603008,0.061824,
0.621568,0.060864,
0.905216,0.061504,
0.51392,0.061888,
0.448896,0.061952,
0.548544,0.061248,
0.455872,0.060864,
0.563712,0.061056,
0.401728,0.0608,
0.528064,0.06112,
0.818112,0.060864,
0.622848,0.061632,
0.472,0.063552,
0.534272,0.060864,
0.727616,0.061056,
0.884096,0.06144,
1.14688,0.061696,
0.449664,0.0608,
0.475584,0.060544,
0.725888,0.060864,
1.02259,0.060992,
0.520896,0.060864,
0.787712,0.061056,
0.357248,0.061632,
0.534592,0.061056,
0.483584,0.0608,
1.00262,0.060992,
0.71168,0.063552,
0.734976,0.06144,
0.893888,0.06144,
0.555328,0.060416,
0.647744,0.06112,
0.36704,0.061312,
1.072,0.063744,
0.361536,0.060864,
0.587968,0.06144,
0.894976,0.061312,
0.429056,0.060864,
0.373312,0.061568,
0.52736,0.060672,
0.927936,0.060736,
0.9008,0.060672,
0.870592,0.060864,
1.04038,0.061312,
0.518528,0.06112,
0.562688,0.06112,
0.940672,0.061312,
0.472256,0.061312,
0.726784,0.0608,
0.931328,0.061248,
0.506496,0.060672,
0.493568,0.06048,
0.663616,0.061248,
0.329088,0.06048,
0.627328,0.061184,
0.562624,0.06144,
0.61792,0.061056,
0.5456,0.061056,
0.77792,0.061696,
0.925184,0.060992,
0.873664,0.060928,
0.947904,0.06112,
0.627008,0.061568,
0.55808,0.060608,
0.472896,0.061568,
0.543296,0.060736,
0.580672,0.06144,
0.919808,0.061696,
1.0631,0.061632,
0.7888,0.06144,
0.666624,0.060928,
0.55168,0.06368,
0.980672,0.060928,
0.350272,0.06176,
0.716224,0.061504,
0.42304,0.06208,
0.626944,0.061248,
0.663488,0.0608,
0.553088,0.060864,
0.561344,0.061056,
0.538944,0.060672,
0.513088,0.061376,
0.534656,0.061056,
0.867008,0.060928,
0.535488,0.062272,
0.630656,0.0608,
0.616768,0.060544,
0.92736,0.061568,
1.0073,0.060672,
0.733312,0.061824,
0.76704,0.060864,
0.919872,0.062784,
0.666368,0.061056,
0.793792,0.060672,
0.532928,0.0608,
0.796096,0.061312,
1.03552,0.060672,
0.431168,0.060928,
0.833664,0.0608,
0.571072,0.0608,
0.433344,0.061248,
0.641152,0.061312,
0.745792,0.060992,
0.685824,0.061376,
0.911552,0.060928,
0.958016,0.0608,
0.696064,0.061184,
0.431168,0.061376,
0.465152,0.060608,
0.639168,0.062016,
0.694912,0.061504,
0.593728,0.060864,
0.904896,0.062016,
0.529152,0.060928,
0.50976,0.061376,
0.618432,0.060864,
0.602304,0.061824,
0.681472,0.06176,
0.707776,0.0608,
0.76896,0.060544,
0.554304,0.061376,
0.678016,0.061888,
0.865728,0.060544,
0.74208,0.061696,
0.702848,0.063168,
0.702464,0.060992,
0.909056,0.06176,
0.645504,0.062336,
0.713216,0.060288,
0.453504,0.061376,
0.661632,0.061312,
0.743488,0.061184,
0.393856,0.060672,
0.70848,0.061696,
0.528064,0.060416,
0.678528,0.06048,
0.650816,0.061312,
0.790336,0.060928,
0.438912,0.061568,
0.759744,0.060992,
0.659776,0.061632,
0.544896,0.061184,
0.693184,0.060928,
0.624576,0.060736,
0.800768,0.060736,
0.62144,0.060992,
0.83232,0.060928,
0.69824,0.0608,
0.5792,0.061632,
0.912768,0.060416,
0.529344,0.060928,
0.795648,0.061632,
0.641856,0.061184,
0.582016,0.060864,
0.474432,0.0608,
0.501184,0.060416,
0.657408,0.060992,
0.516288,0.060928,
0.95008,0.061632,
0.431552,0.060416,
0.616128,0.061696,
0.61408,0.060608,
0.371072,0.062272,
0.766784,0.060864,
0.687296,0.061376,
1.00493,0.060864,
0.790656,0.060928,
0.53152,0.06112,
0.801792,0.060736,
0.602368,0.060864,
0.49792,0.061696,
0.648384,0.06144,
0.654016,0.061312,
0.791744,0.060544,
0.580992,0.060928,
0.428288,0.060864,
0.66048,0.060736,
0.590272,0.061632,
0.579712,0.06176,
0.523968,0.061632,
0.7536,0.06176,
0.856384,0.060736,
0.520192,0.061248,
0.675776,0.060928,
1.0224,0.060992,
0.445888,0.06112,
0.620544,0.061312,
0.677952,0.060672,
0.626432,0.061184,
0.81952,0.060544,
0.59232,0.06112,
0.696704,0.062272,
0.685376,0.061312,
0.565952,0.06176,
0.756672,0.060992,
0.9232,0.062144,
0.657984,0.0608,
0.667776,0.060928,
0.807936,0.0608,
0.799424,0.060928,
0.459648,0.0608,
0.872,0.061568,
0.735488,0.060928,
0.805952,0.062336,
0.601088,0.060864,
0.437184,0.0608,
0.557952,0.060992,
0.330048,0.061696,
0.621696,0.061504,
0.675776,0.060992,
0.508352,0.061824,
0.863104,0.061248,
0.459264,0.060416,
0.43904,0.060736,
0.400768,0.061504,
0.721216,0.062016,
0.421184,0.06176,
0.695104,0.061696,
0.446144,0.060992,
